Time,M1SetpointPWM,M2SetpointPWM,M1SetpointVel,M2SetpointVel,M1SetpointPos,M2SetpointPos,M1PWM,M2PWM,M1Speed,M2Speed,M1ISpeed,M2ISpeed,M1SpeedError,M2SpeedError,M1Pos,M2Pos,M1PosError,M2PosError,M1Current,M2Current,Temp1,Temp2,MBatt,LBatt
2.8524,0,0,0,0,0,0,5120,-5120,1389,1443,1500,1500,0,0,1067,1121,0,0,0,1.89,24.9,25,26.2,0
2.85555,0,0,0,0,0,0,5120,-5120,1389,1443,1500,1500,0,0,1067,1121,0,0,0,1.89,24.9,24.9,26.2,0
2.85755,0,0,0,0,0,0,5120,-5120,1392,1445,1500,1500,0,0,1072,1126,0,0,0,1.89,24.8,24.9,26.2,0
2.8599,0,0,0,0,0,0,5120,-5120,1386,1447,1200,1500,0,0,1076,1131,0,0,0,1.87,24.9,24.8,26.2,0
2.86195,0,0,0,0,0,0,5120,-5120,1386,1447,1200,1500,0,0,1076,1131,0,0,0,1.87,24.9,24.8,26.2,0
2.86435,0,0,0,0,0,0,5120,-5120,1390,1448,1500,1500,0,0,1081,1136,0,0,0,1.87,24.9,24.8,26.2,0
2.86655,0,0,0,0,0,0,5120,-5120,1384,1450,1200,1500,0,0,1085,1141,0,0,0,1.87,24.9,24.9,26.2,0
2.8689,0,0,0,0,0,0,5120,-5120,1384,1450,1200,1500,0,0,1085,1141,0,0,0,1.87,24.9,24.9,26.2,0
2.87155,0,0,0,0,0,0,5120,-5120,1387,1452,1500,1500,0,0,1090,1146,0,0,0,1.87,24.8,24.9,26.2,0
2.87435,0,0,0,0,0,0,5120,-5120,1391,1453,1500,1500,0,0,1095,1151,0,0,0,1.87,24.8,24.8,26.2,0
2.8769,0,0,0,0,0,0,5120,-5120,1385,1445,1200,1200,0,0,1099,1155,0,0,0,1.89,24.8,24.8,26.2,0
2.87985,0,0,0,0,0,0,5120,-5120,1388,1447,1500,1500,0,0,1104,1160,0,0,0,1.87,24.9,24.8,26.2,0
2.8824,0,0,0,0,0,0,5120,-5120,1392,1449,1500,1500,0,0,1109,1165,0,0,0,1.87,24.9,24.8,26.2,0
2.8856,0,0,0,0,0,0,5120,-5120,1392,1449,1500,1500,0,0,1109,1165,0,0,0,1.87,24.8,24.9,26.2,0
2.8886,0,0,0,0,0,0,5120,-5120,1386,1450,1200,1500,0,0,1113,1170,0,0,0,1.87,24.9,24.9,26.2,0
2.89095,0,0,0,0,0,0,5120,-5120,1389,1452,1500,1500,0,0,1118,1175,0,0,0,1.87,24.8,24.8,26.2,0
2.8936,0,0,0,0,0,0,5120,-5120,1393,1453,1500,1500,0,0,1123,1180,0,0,0,1.87,24.9,24.9,26.2,0
2.89655,0,0,0,0,0,0,5120,-5120,1387,1455,1200,1500,0,0,1127,1185,0,0,0,1.89,24.9,24.9,26.2,0
2.89905,0,0,0,0,0,0,5120,-5120,1390,1456,1500,1500,0,0,1132,1190,0,0,0,1.89,24.9,24.9,26.2,0
2.90235,0,0,0,0,0,0,5120,-5120,1394,1457,1500,1500,0,0,1137,1195,0,0,0,1.89,24.8,24.8,26.2,0
2.90555,0,0,0,0,0,0,5120,-5120,1394,1457,1500,1500,0,0,1137,1195,0,0,0,1.87,24.9,24.9,26.2,0
2.90785,0,0,0,0,0,0,5120,-5120,1388,1459,1200,1500,0,0,1141,1200,0,0,0,1.87,24.8,24.9,26.2,0
2.91015,0,0,0,0,0,0,5120,-5120,1391,1460,1500,1500,0,0,1146,1205,0,0,0,1.87,24.8,24.9,26.2,0
2.9125,0,0,0,0,0,0,5120,-5120,1385,1461,1200,1500,0,0,1150,1210,0,0,0,1.87,24.8,24.9,26.2,0
2.9155,0,0,0,0,0,0,5120,-5120,1385,1461,1200,1500,0,0,1150,1210,0,0,0,1.89,24.8,24.8,26.2,0
2.918,0,0,0,0,0,0,5120,-5120,1389,1463,1500,1500,0,0,1155,1215,0,0,0,1.89,24.7,24.8,26.2,0
2.92035,0,0,0,0,0,0,5120,-5120,1392,1454,1500,1200,0,0,1160,1219,0,0,0,1.89,24.9,24.9,26.2,0
2.9226,0,0,0,0,0,0,5120,-5120,1386,1456,1200,1500,0,0,1164,1224,0,0,0,1.9,24.9,24.9,26.2,0
2.9256,0,0,0,0,0,0,5120,-5120,1386,1456,1200,1500,0,0,1164,1224,0,0,0,1.9,24.9,24.9,26.2,0
2.9288,0,0,0,0,0,0,5120,-5120,1390,1457,1500,1500,0,0,1169,1229,0,0,0,1.9,24.9,24.9,26.2,0
2.93135,0,0,0,0,0,0,5120,-5120,1393,1458,1500,1500,0,0,1174,1234,0,0,0,1.9,24.9,24.9,26.2,0
2.93395,0,0,0,0,0,0,5120,-5120,1387,1460,1200,1500,0,0,1178,1239,0,0,0,1.9,24.9,24.9,26.2,0
2.93655,0,0,0,0,0,0,5120,-5120,1391,1461,1500,1500,0,0,1183,1244,0,0,0,1.9,24.9,24.9,26.2,0
2.93915,0,0,0,0,0,0,5120,-5120,1385,1462,1200,1500,0,0,1187,1249,0,0,0,1.9,24.9,24.9,26.2,0
2.9421,0,0,0,0,0,0,5120,-5120,1385,1462,1200,1500,0,0,1187,1249,0,0,-0.02,1.89,24.9,24.9,26.2,0
